round_id,round_length,server_name,player_count,avg_skill
50116,3975.9016027804,TTO,34,287.730836315761
50117,1701.4608743209,TTO,26,390.167171416855
50118,2328.217950712,TTO,27,269.659378666823
50119,1460.6921950309,TTO,22,197.210651790943
50120,594.61943383515,TTO,21,230.084992260167
50121,1536.4338600878,TTO,23,303.006172694008
50122,627.01317762583,TTO,22,350.335934053391
50123,1093.2910804302,TTO,24,280.147922722213
50126,1437.387227485,TTO,27,300.991377310716
50127,1667.3719733581,TTO,27,424.515707122003
50134,1264.8769547665,TTO,21,388.890313041555
50137,1050.2513030767,TTO,21,206.698548753542
50139,1172.1500374619,TTO,27,1314.88627171664
50141,2375.9747616407,TTO,28,223.424142386453
50142,1220.0868389718,TTO,22,1601.47743086645
50144,961.75257313065,TTO,20,1714.19505313286
50145,1766.40218277,TTO,25,435.129738154285
50146,1596.2812614571,TTO,23,1639.36629091131
50147,2313.6129570398,TTO,27,471.068948672347
50148,1700.3065584898,TTO,23,1761.92566968037
50149,1107.4300277196,TTO,21,1851.3862555
50150,868.74473886006,TTO,20,1737.27756539885
50151,226.80227825977,TTO,21,1937.15212204112
50152,3625.6426850464,TTO,34,422.235921045956
50153,1527.7297149636,TTO,23,1991.98027392279
50154,1850.0864438862,TTO,21,2287.17777088563
50155,1373.2622946035,TTO,22,2107.84811074744
50156,4708.7024709033,TTO,32,372.734223233669
50157,904.56947180256,TTO,22,2566.20325938212
50158,629.46372424066,TTO,20,2685.86609774498
50159,1757.8126543742,TTO,28,319.26425058154
50160,1098.2346738745,TTO,20,2546.84551527575
50161,890.12653894722,TTO,21,2553.44842243226
50162,2243.8865333572,TTO,26,373.544647500521
50163,1252.0324180797,TTO,23,348.662033149196
50164,2123.8766194228,TTO,21,2844.91059142519
50165,1015.4279472791,TTO,21,2770.90700191886
50166,1672.3755868711,TTO,33,346.84962417687
50167,855.22657569312,TTO,22,2976.91721242033
50168,1721.5610727929,TTO,27,450.546598445015
50169,1946.183600517,TTO,23,3062.05606188664
50170,604.08605873585,TTO,22,2593.80188240849
50171,1711.1022007726,TTO,21,2339.80940582008
50172,854.19904332422,TTO,21,2173.94518484907
50173,5934.7040878134,TTO,41,442.701476548709
50174,1656.6152396798,TTO,20,2070.64335690477
50175,887.47468325123,TTO,20,2335.56042714859
50176,1508.8579488862,TTO,22,342.245289670081
50177,1059.4782793615,TTO,20,2350.11326063317
50179,500.94038317725,TTO,22,337.891394282607
50180,1279.1682437062,TTO,21,2340.01759387507
50181,736.68919834681,TTO,22,2649.59779428171
50182,513.49237088114,TTO,21,2450.45096033283
50183,2170.4814541368,TTO,24,338.155463743418
50184,739.11523773521,TTO,20,2375.47192538341
50185,1530.4650368113,TTO,24,435.920139770888
50186,1186.6268245466,TTO,21,2418.64201796036
50187,702.5272061117,TTO,20,2330.93280600277
50188,327.80570048839,TTO,21,2308.00333510354
50189,3460.0894541573,TTO,31,455.920195414585
50190,2020.4749298189,TTO,23,2295.36574975648
50192,1432.2062460296,TTO,23,2124.97852413952
50193,485.13599406555,TTO,21,1999.34597412798
50194,1638.0593643114,TTO,26,404.526438737241
50195,441.40973848104,TTO,22,1892.97038088088
50196,2957.1218153071,TTO,24,387.483675791693
50197,1497.6966050565,TTO,26,344.682024681929
50199,1636.1229286864,TTO,25,481.840554992149
50200,831.11493895203,TTO,21,582.761189149615
50202,1944.2898651175,TTO,29,560.644439189282
50205,2810.2700009197,TTO,30,387.87287086349
50206,1262.2220981214,TTO,22,291.193268405121
50208,2919.2234179899,TTO,26,287.708918328601
50209,2077.6225676015,TTO,23,388.466099471772
50214,2305.809927851,TTO,24,362.170742199531
50215,3414.5790645787,TTO,27,276.509150034749
50222,995.22023862042,TTO,23,418.915360444127
50226,1226.7954924349,TTO,22,470.532302875858
50228,1982.7916098572,TTO,25,911.039841344278
50229,2302.716553703,TTO,24,394.897731446326
50231,1268.4269679654,TTO,29,1179.9746568825
50232,1411.318958886,TTO,26,392.866956192685
50233,1397.9992369395,TTO,24,1428.88901112864
50234,529.0265374314,TTO,21,489.345668217042
50236,917.58267697319,TTO,23,1780.42664673859
50238,1248.160632994,TTO,25,1893.21084618064
50239,1699.5748475082,TTO,23,383.39982209262
50240,1330.9958639443,TTO,23,1916.96812216389
50242,920.68619336002,TTO,20,2194.10408088863
50243,356.56470736861,TTO,24,2081.55273188624
50244,912.94208740443,TTO,21,1996.53321659824
50246,3044.2481147796,TTO,33,398.263804098678
50250,1248.823502155,TTO,22,332.04527781093
50251,1232.9106933773,TTO,25,302.409392393222
50252,994.99605490826,TTO,21,345.789646248449
50254,1338.02828026,TTO,25,383.096822458072
50255,1051.9989683582,TTO,21,1452.2972693319
50256,1423.8826867854,TTO,23,409.771023615097
50257,1528.1959344093,TTO,22,1811.48726900766
50258,945.97161082923,TTO,28,481.121456235939
50259,725.08621638827,TTO,21,1938.30997504465
50260,566.41788997687,TTO,21,399.266769696677
50261,494.62570803612,TTO,26,1774.76283151188
50263,336.73070310801,TTO,21,68.9450091732787
50265,532.87685202248,TTO,23,1705.98206226483
50266,1923.2815966737,TTO,23,1968.01781085222
50267,988.4269129131,TTO,20,2252.47460987728
50268,312.71197338961,TTO,20,2063.79051799978
50269,1243.2586435284,TTO,24,2212.92556024609
50270,5299.3342765914,TTO,29,470.151224830592
50271,491.50987213105,TTO,20,2218.89392521801
50272,1127.6509313928,TTO,22,2140.9557145633
50274,1167.9727137797,TTO,20,2511.29442402002
50275,2217.7624024618,TTO,23,447.785118792654
50276,1582.9380434919,TTO,21,2370.88913487672
50277,829.16315322742,TTO,20,2398.15191533315
50278,1135.5021951944,TTO,22,540.319669624169
50279,463.15482710674,TTO,20,2469.87333608674
50280,467.97187037207,TTO,23,646.462313963112
50281,1030.8198941257,TTO,21,2420.08685970439
50282,1018.7331134174,TTO,23,696.485640271047
50283,509.28409888037,TTO,20,2367.6442573817
50284,654.40629086457,TTO,23,546.042977495272
50285,1309.0754602021,TTO,21,2264.11083971324
50286,980.27394624799,TTO,20,2413.66421299609
50287,2839.4225736801,TTO,29,467.224428039929
50288,659.90756510198,TTO,21,2634.56779745426
50289,227.0193631053,TTO,23,2488.32577339374
50290,2158.5867719781,TTO,22,2081.40072452595
50291,2139.3477759045,TTO,27,1980.41567481614
50292,959.23209953681,TTO,20,1904.08662203189
50293,6758.402627374,TTO,39,441.806127964281
50294,1851.0549548883,TTO,24,1553.56906602126
50296,2868.0872276938,TTO,27,2001.30199731757
50297,3762.1466980344,TTO,25,457.311601124311
50298,901.86188447289,TTO,20,1520.11875619987
50299,468.331987679,TTO,21,1695.29369366139
50304,2697.4505363759,TTO,30,252.88338646637
50308,1281.0653467178,TTO,22,417.227464954958
50313,1467.0609795768,TTO,24,410.393222837106
50315,1222.5746716391,TTO,24,388.517092736231
50316,971.02191660739,TTO,22,227.895335311138
50317,1833.2588351928,TTO,27,197.039714436584
50318,4937.5901008798,TTO,31,247.62108232385
50319,3887.7676809207,TTO,36,272.479536845594
50321,1465.0572618917,TTO,31,384.422355864655
50323,2399.059403982,TTO,32,349.463706198043
50324,801.57680090889,TTO,21,519.391132275212
50325,987.79731994867,TTO,21,455.55257268146
50328,1569.7235110309,TTO,21,464.538298498229
50330,723.2538665235,TTO,23,1579.89011523364
50331,1330.7585075647,TTO,24,421.405717471214
50332,2523.5066328607,TTO,31,359.281492329089
50333,3339.9144227915,TTO,27,1373.27617233504
50334,1146.4754175488,TTO,21,1741.95687683639
50335,2240.8446751824,TTO,24,327.954893754095
50336,2186.7256844714,TTO,25,1894.97673189139
50337,3702.5975599512,TTO,29,295.753675969488
50338,1304.8066293001,TTO,21,1901.25254375532
50339,2078.0128695332,TTO,22,2045.06675743526
50340,1433.9951465074,TTO,23,2357.68809856298
50341,4561.0163378194,TTO,39,472.099363070593
50342,831.12672929093,TTO,21,2291.11625829821
50343,1334.8600109182,TTO,22,506.702252405225
50345,2296.2254456673,TTO,21,2231.94965982947
50347,1497.1150331888,TTO,21,2405.81046040142
50348,1295.1621674513,TTO,21,2228.60626569936
50349,2195.8384758178,TTO,24,430.459119809715
50350,524.99823522847,TTO,20,2260.36732133449
50351,941.50155351311,TTO,26,403.633830062076
50352,1424.4790490773,TTO,25,490.95539651086
50353,2431.8080128506,TTO,21,2390.64962857927
50354,487.23138579912,TTO,21,2493.72015694358
50355,880.77717479132,TTO,24,558.181984876448
50356,668.64932081755,TTO,20,517.130995631905
50357,999.22237343155,TTO,23,2383.19295354237
50358,629.15522550978,TTO,20,2374.10268853313
50359,883.2314275261,TTO,23,2396.49694872657
50360,3235.7452714201,TTO,29,496.483311779097
50361,1435.3980073389,TTO,22,2569.81876471522
50362,144.69792102277,TTO,20,2205.63392418495
50363,247.46647039428,TTO,20,2231.36299497462
50364,1855.6305013113,TTO,26,284.927191907259
50365,1582.6215452719,TTO,20,2215.72394909477
50367,1168.1918024197,TTO,20,1948.59748685107
50368,604.77768607857,TTO,20,2093.80894229381
50369,897.71692829765,TTO,21,2222.77089811875
50370,4095.2396025155,TTO,32,325.206941108149
50371,1648.5689130258,TTO,20,2007.95827020786
50372,1494.3372861687,TTO,28,340.603129339678
50374,1507.0504090339,TTO,24,2008.54905396211
50375,637.66577362642,TTO,21,2145.49079081391
50376,1384.1721413378,TTO,26,378.341383183394
50377,407.47976169176,TTO,23,2019.77095253658
50378,1052.3202291802,TTO,21,417.074661947764
50379,1653.7554555442,TTO,21,2205.14047954179
50380,2072.6395721249,TTO,23,466.610709449534
50381,1815.1191016473,TTO,22,2212.40860668644
50382,770.09948971868,TTO,22,1765.5360302353
50384,2202.6110580526,TTO,27,385.932296514296
50386,940.07693349943,TTO,20,360.674669399783
50387,2357.7169161104,TTO,22,409.289253305577
50388,1053.0841066064,TTO,22,355.1222887391
50401,1007.9550750246,TTO,24,1053.63108721097
50402,1382.9306214564,TTO,25,1563.42216444323
50403,1191.4756869655,TTO,22,2191.41351995164
50404,392.63046672754,TTO,24,2356.91447272032
50405,1128.3164256727,TTO,20,2213.83509053733
50407,1965.8905660063,TTO,23,2379.22562394593
50408,1835.9419825049,TTO,27,335.598329528347
50409,1158.5221450096,TTO,21,2946.69931326749
50410,565.92116908357,TTO,20,3052.36122729488
50411,1620.4354404751,TTO,28,420.991639860904
50412,1403.9133143546,TTO,22,3028.02907342958
50413,1087.6886861771,TTO,22,2987.4277693947
50414,506.049701849,TTO,21,2930.26886216605
50415,2934.6929836934,TTO,27,350.573642932196
50416,410.78022139706,TTO,20,2676.36598019371
50417,723.06823445484,TTO,23,2650.68120692565
50418,1214.7778294906,TTO,25,372.863047922075
50419,1221.0542357974,TTO,20,2430.70063514924
50420,1578.5223836862,TTO,24,405.016332597455
50421,745.41924140323,TTO,21,2482.08474247893
50422,1226.6167820431,TTO,27,398.375420318469
50423,1395.3334342297,TTO,20,2394.45103792063
50424,919.52193150483,TTO,25,500.194001989719
50425,1910.286966159,TTO,27,447.103930081911
50426,2319.940289869,TTO,21,2383.02457296606
50428,993.05061140656,TTO,21,2557.44586269883
50429,1028.5319168344,TTO,25,453.135295787459
50430,723.84901354089,TTO,20,2490.39772250778
50431,950.1428006459,TTO,22,387.097270081554
50432,1337.1764281932,TTO,20,2534.33551663533
50433,1058.2544355821,TTO,23,2422.64581922213
50434,2750.309217209,TTO,23,438.773228335391
50435,1093.5979237705,TTO,20,2510.5605209952
50436,1409.1936728824,TTO,26,508.31840686062
50437,1464.8418157659,TTO,20,2676.2786450965
50438,408.44258667901,TTO,21,458.695960423424
50439,1630.0665364657,TTO,24,466.131148306342
50440,1921.1800549012,TTO,20,2677.05754693445
50441,854.25587808155,TTO,21,489.336303309685
50442,1307.7395773148,TTO,20,2654.26476191095
50443,1554.5546679422,TTO,21,608.578705069765
50444,842.86866000295,TTO,20,2725.00526442358
50445,549.70121144317,TTO,20,2658.76625773315
50446,1351.9638047507,TTO,22,2452.78660108403
50447,2809.2355937455,TTO,24,405.153756741325
50449,1962.3380193319,TTO,28,403.627583120593
50450,5092.1443699915,TTO,35,336.278055847181
50452,789.63091300055,TTO,21,433.365642808282
50453,579.31863030232,TTO,21,383.083474408368
50454,821.06066453084,TTO,21,397.630448267983
50455,1273.4633296048,TTO,27,387.550745898588
50456,1021.7260718495,TTO,25,372.025165337656
50457,1404.7392549329,TTO,25,334.633903099887
50465,2390.088417029,TTO,27,235.712889679822
50466,3487.2362240739,TTO,31,331.485610749458
50470,2175.2596835066,TTO,26,491.640553964423
50471,962.96417312883,TTO,22,498.509765405756
50472,1983.3465248682,TTO,28,352.978941320077
50473,1857.6852246877,TTO,29,399.336518843151
50474,971.40011707135,TTO,24,1210.48913331724
50475,1552.7403285,TTO,21,1667.12252469362
50476,2352.8498758357,TTO,29,476.886343642066
50477,741.99561956525,TTO,21,1831.54573216877
50478,1105.1337710582,TTO,22,494.661190667293
50479,432.81900139712,TTO,20,1961.39970106895
50480,548.84220308997,TTO,23,1972.678103954
50481,315.3786758557,TTO,20,2435.52188511669
50482,1231.1618281323,TTO,24,526.974330003822
50483,1145.2642405611,TTO,26,479.395374826531
50485,2939.9987745285,TTO,24,2401.42974747936
50486,1144.543123804,TTO,23,509.388268796289
50487,1398.017019799,TTO,23,2728.34731780798
50488,1237.1477087103,TTO,20,2239.21574246094
50489,1491.7242319463,TTO,23,2526.45721833024
50490,4724.0632209964,TTO,39,318.140855773168
50492,403.51125830784,TTO,22,310.900081157578
50493,1520.9633060247,TTO,24,362.325334546222
50494,2705.0110383183,TTO,22,2542.44278643502
50495,1813.8831166793,TTO,28,459.21629609996
50496,2551.1883175364,TTO,23,2569.93085732467
50497,291.83950214647,TTO,21,3020.79313059483
50498,505.56334502809,TTO,20,3064.064504431
50499,1561.1879105084,TTO,20,3062.30714159338
50500,4509.9222662952,TTO,31,423.957666270976
50501,294.3508175239,TTO,20,3198.84844383081
50502,124.05162400194,TTO,20,383.861737938014
50503,1342.6624628734,TTO,23,3035.72156444366
50506,1743.8101571463,TTO,20,3085.50218387688
50507,1089.1485609207,TTO,25,284.115879912295
50508,1699.7899120022,TTO,22,3006.68084625901
50509,2002.1263716593,TTO,27,433.409760498933
50510,2247.2914317213,TTO,23,2893.89769272663
50511,1732.714023808,TTO,31,563.136791624109
50512,642.92968643084,TTO,24,504.565159769811
50513,1418.1718081888,TTO,21,2785.35324434793
50514,357.75398819335,TTO,20,2445.71704192056
50515,1283.8914635964,TTO,26,295.406615248227
50516,1361.4830045961,TTO,20,2600.03898413855
50517,486.79013732076,TTO,21,2391.98936532286
50518,1938.8388995193,TTO,22,259.212686428102
50519,715.31672903523,TTO,20,2355.99169300868
50520,855.45444026031,TTO,20,2526.32486857394
50521,1018.8028111598,TTO,20,2492.71484546756
50522,522.67695438676,TTO,20,2637.82387355048
50523,3297.5586247733,TTO,32,337.569039069333
50524,754.67671347223,TTO,22,460.286317787843
50525,3349.8785424158,TTO,22,2610.86534039568
50526,359.26898285002,TTO,20,2848.61874716757
50528,821.58547308855,TTO,20,2744.32406970926
50530,1910.248653423,TTO,20,2849.39957405916
50531,1711.1318930071,TTO,24,374.548920176188
50532,1014.5453862529,TTO,22,2821.08352585932
50533,1134.5283958204,TTO,26,533.735785434577
50534,931.8985704314,TTO,21,2912.98284293659
50535,1573.0801548706,TTO,25,365.994064199785
50536,1243.7819715887,TTO,21,2941.08575845039
50539,1934.1081190351,TTO,21,367.91235953684
50540,1237.337871219,TTO,22,361.42306178694
50541,1878.8790590335,TTO,21,350.699126400693
50544,3494.2333824858,TTO,23,319.297154244804
50548,2504.3257115297,TTO,24,391.775351485139
50552,2243.1986229625,TTO,24,456.473676535644
50555,201.51592886262,TTO,20,1748.37580248456
50556,2671.3936507422,TTO,27,608.158609507693
50557,599.91406380758,TTO,23,1901.91187911484
50559,1503.4962568916,TTO,22,2116.19422715886
50560,786.48184407875,TTO,21,2454.62607729149
50561,2359.8646776285,TTO,28,537.720111398848
50562,397.05800244957,TTO,20,2548.79620730061
50563,1019.9957378898,TTO,24,395.274039720105
50565,1763.7697200049,TTO,22,2630.60577306437
50566,528.96724951919,TTO,23,2704.48711897733
50567,2005.8674385566,TTO,25,440.146656867012
50568,846.22509498894,TTO,21,509.957185687093
50569,2100.1625227593,TTO,23,2764.06469642408
50570,1684.8156084698,TTO,23,2561.62718110795
50572,448.1527568195,TTO,22,2655.76591484582
50573,4107.4486013725,TTO,30,456.379695107217
50574,1044.133476641,TTO,22,2594.87570014284
50575,282.61312171631,TTO,21,2725.53602901669
50577,1046.9176857825,TTO,20,2653.6595654354
50578,891.93944533728,TTO,20,2710.73677625907
50579,2056.5777305365,TTO,22,530.716786287892
50580,1026.979277255,TTO,22,3020.72531869127
50581,924.40705657192,TTO,23,461.73612473161
50582,1158.0094676316,TTO,23,3057.46787063933
50583,2577.4037392735,TTO,30,348.605871676313
50585,2335.5754930545,TTO,23,3121.26829672343
50586,251.27859815024,TTO,21,2625.70321877094
50587,2129.1661927141,TTO,23,416.211746542038
50588,1404.8739662655,TTO,21,2423.83068582811
50589,1520.2575011114,TTO,20,2490.84103971515
50590,2891.321887739,TTO,31,476.929545845532
50591,589.82452489808,TTO,21,2330.52767066911
50592,720.17184511945,TTO,21,2389.80754131668
50593,1561.8635966377,TTO,24,340.240255667125
50594,1633.8098560311,TTO,27,395.376325131282
50595,1795.9471291294,TTO,20,2346.69280106372
